+-------+------------------+------------------+------------+------------+
|   Z   |        F         |     F deriv      |     U      |    divF    |
| 0.726 | 11776.5039503935 | 11775.3697857294 | 7.593e-07  | -18460.638 |
| 0.726 | 11774.2363229409 | 11773.1013796673 | 7.591e-07  | -18520.432 |
| 0.726 | 11771.9671382816 | 11770.8314173086 | 7.589e-07  | -18580.176 |
| 0.726 | 11769.696398236  | 11768.5599004772 | 7.587e-07  | -18639.869 |
| 0.727 | 11767.4241046315 |  11766.28683099  | 7.584e-07  | -18699.513 |
| 0.727 | 11765.1502592742 | 11764.0122106648 | 7.582e-07  | -18759.107 |
| 0.727 | 11762.8748639939 | 11761.7360413239 |  7.58e-07  | -18818.65  |
| 0.727 | 11760.5979206051 | 11759.4583247907 | 7.578e-07  | -18878.143 |
| 0.727 | 11758.3194309402 | 11757.1790628954 | 7.576e-07  | -18937.585 |
| 0.727 | 11756.0393968274 | 11754.8982574696 | 7.573e-07  | -18996.977 |
| 0.727 | 11753.7578201017 | 11752.6159103351 | 7.571e-07  | -19056.319 |
| 0.727 | 11751.4747025714 | 11750.3320233232 | 7.569e-07  | -19115.61  |
| 0.727 | 11749.190046091  | 11748.0465982779 | 7.567e-07  | -19174.851 |
| 0.728 | 11746.903852494  | 11745.7596370248 | 7.565e-07  | -19234.041 |
| 0.728 | 11744.616123598  | 11743.4711413936 | 7.562e-07  | -19293.18  |
| 0.728 | 11742.3268612448 | 11741.181113235  |  7.56e-07  | -19352.269 |
| 0.728 | 11740.0360672943 | 11738.8895543928 | 7.558e-07  | -19411.307 |
| 0.728 | 11737.7437435738 | 11736.5964666976 | 7.556e-07  | -19470.294 |
| 0.728 | 11735.4498919176 | 11734.3018519959 | 7.554e-07  | -19529.23  |
| 0.728 | 11733.154514184  | 11732.0057121297 | 7.551e-07  | -19588.115 |
| 0.728 | 11730.8576121988 | 11729.7080489479 | 7.549e-07  | -19646.949 |
| 0.728 | 11728.5591878342 | 11727.4088643065 | 7.547e-07  | -19705.732 |
| 0.728 | 11726.2592429299 | 11725.1081600573 | 7.545e-07  | -19764.463 |
| 0.728 | 11723.9577793497 | 11722.8059380505 | 7.543e-07  | -19823.144 |
| 0.729 | 11721.6547989303 | 11720.5022001349 |  7.54e-07  | -19881.773 |
| 0.729 | 11719.3503035325 | 11718.1969481605 | 7.538e-07  | -19940.351 |
| 0.729 | 11717.0442949958 | 11715.8901839874 | 7.536e-07  | -19998.878 |
| 0.729 | 11714.7367752006 | 11713.5819094855 | 7.534e-07  | -20057.353 |
| 0.729 | 11712.4277460063 | 11711.272126509  | 7.532e-07  | -20115.776 |
| 0.729 | 11710.117209262  | 11708.9608369193 |  7.53e-07  | -20174.148 |
| 0.729 | 11707.8051668413 | 11706.6480425875 | 7.527e-07  | -20232.469 |
| 0.729 | 11705.4916206131 | 11704.333745375  | 7.525e-07  | -20290.738 |
| 0.729 | 11703.176572431  | 11702.0179471473 | 7.523e-07  | -20348.955 |
|  0.73 | 11700.8600241724 | 11699.7006497712 | 7.521e-07  | -20407.12  |
|  0.73 | 11698.5419776937 | 11697.3818551237 | 7.519e-07  | -20465.234 |
|  0.73 | 11696.2224348923 | 11695.0615650858 | 7.516e-07  | -20523.295 |
|  0.73 | 11693.901397633  | 11692.7397815203 | 7.514e-07  | -20581.305 |
|  0.73 | 11691.5788677763 | 11690.4165063052 | 7.512e-07  | -20639.263 |
|  0.73 | 11689.2548472182 | 11688.0917413205 |  7.51e-07  | -20697.168 |
|  0.73 | 11686.9293378221 | 11685.7654884329 | 7.508e-07  | -20755.022 |
|  0.73 | 11684.6023414584 | 11683.4377495336 | 7.506e-07  | -20812.823 |
|  0.73 | 11682.273860039  | 11681.1085265124 | 7.503e-07  | -20870.572 |
|  0.73 | 11679.9438954315 | 11678.7778212518 | 7.501e-07  | -20928.269 |
|  0.73 | 11677.6124495335 | 11676.445635636  | 7.499e-07  | -20985.914 |
| 0.731 | 11675.2795242156 | 11674.1119715476 | 7.497e-07  | -21043.506 |
| 0.731 | 11672.9451213726 | 11671.7768308822 | 7.495e-07  | -21101.045 |
| 0.731 | 11670.6092429007 | 11669.4402155283 | 7.493e-07  | -21158.532 |
| 0.731 | 11668.2718906808 | 11667.1021273786 |  7.49e-07  | -21215.967 |
| 0.731 | 11665.9330666176 | 11664.7625683332 | 7.488e-07  | -21273.349 |
| 0.731 | 11663.5927726062 | 11662.4215402907 | 7.486e-07  | -21330.678 |
| 0.731 | 11661.2510105489 | 11660.0790451455 | 7.484e-07  | -21387.955 |
| 0.731 | 11658.9077823322 | 11657.7350847906 | 7.482e-07  | -21445.178 |
| 0.731 | 11656.5630898556 | 11655.3896611262 |  7.48e-07  | -21502.349 |
| 0.732 |  11654.21693502  | 11653.0427760626 | 7.477e-07  | -21559.467 |
| 0.732 | 11651.8693197452 | 11650.6944315032 | 7.475e-07  | -21616.532 |
| 0.732 | 11649.520245918  | 11648.3446293555 | 7.473e-07  | -21673.544 |
| 0.732 | 11647.1697154667 | 11645.9933715343 | 7.471e-07  | -21730.503 |
| 0.732 | 11644.8177302927 | 11643.6406599447 | 7.469e-07  | -21787.409 |
| 0.732 | 11642.4642923046 | 11641.2864964873 | 7.467e-07  | -21844.262 |
| 0.732 | 11640.1094033952 | 11638.9308830758 | 7.465e-07  | -21901.061 |
| 0.732 | 11637.753065499  | 11636.573821637  | 7.462e-07  | -21957.808 |
| 0.732 | 11635.395280535  | 11634.2153140877 |  7.46e-07  |  -22014.5  |
| 0.732 | 11633.0360504179 | 11631.8553623461 | 7.458e-07  | -22071.14  |
| 0.732 | 11630.6753770696 | 11629.4939683208 | 7.456e-07  | -22127.726 |
| 0.733 | 11628.313262385  | 11627.1311339331 | 7.454e-07  | -22184.258 |
| 0.733 | 11625.9497083121 | 11624.7668611147 | 7.452e-07  | -22240.737 |
| 0.733 | 11623.5847167662 | 11622.4011517872 |  7.45e-07  | -22297.163 |
| 0.733 | 11621.2182896753 | 11620.034007874  | 7.447e-07  | -22353.534 |
| 0.733 | 11618.8504289579 | 11617.6654312969 | 7.445e-07  | -22409.852 |
| 0.733 | 11616.4811365395 | 11615.2954239968 | 7.443e-07  | -22466.116 |
| 0.733 | 11614.1104143761 | 11612.9239879045 | 7.441e-07  | -22522.327 |
| 0.733 | 11611.7382643735 | 11610.551124941  | 7.439e-07  | -22578.483 |
| 0.733 | 11609.3646884678 | 11608.1768370519 | 7.437e-07  | -22634.586 |
| 0.734 | 11606.989688614  | 11605.8011261728 | 7.435e-07  | -22690.634 |
| 0.734 | 11604.6132667285 | 11603.4239942352 | 7.432e-07  | -22746.629 |
| 0.734 | 11602.2354247578 | 11601.0454431808 |  7.43e-07  | -22802.569 |
| 0.734 | 11599.8561646389 | 11598.665474953  | 7.428e-07  | -22858.455 |
| 0.734 | 11597.4754883216 | 11596.284091494  | 7.426e-07  | -22914.287 |
| 0.734 | 11595.0933977402 | 11593.9012947387 | 7.424e-07  | -22970.065 |
| 0.734 | 11592.7098948305 | 11591.5170866383 | 7.422e-07  | -23025.788 |
| 0.734 | 11590.324981559  | 11589.1314691484 |  7.42e-07  | -23081.457 |
| 0.734 | 11587.9386598705 | 11586.7444442119 | 7.418e-07  | -23137.072 |
| 0.734 | 11585.5509317058 | 11584.356013779  | 7.415e-07  | -23192.632 |
| 0.734 | 11583.1617990247 | 11581.9661797987 | 7.413e-07  | -23248.137 |
| 0.735 | 11580.7712637654 | 11579.5749442246 | 7.411e-07  | -23303.588 |
| 0.735 | 11578.3793278967 | 11577.182309012  | 7.409e-07  | -23358.985 |
| 0.735 | 11575.9859933603 | 11574.7882761117 | 7.407e-07  | -23414.327 |
| 0.735 | 11573.5912621168 | 11572.3928474912 | 7.405e-07  | -23469.613 |
| 0.735 | 11571.1951361399 | 11569.9960251106 | 7.403e-07  | -23524.846 |
| 0.735 | 11568.7976173763 | 11567.597810926  | 7.401e-07  | -23580.023 |
| 0.735 | 11566.3987077915 | 11565.1982069067 | 7.399e-07  | -23635.145 |
| 0.735 | 11563.9984093588 | 11562.7972150181 | 7.396e-07  | -23690.213 |
| 0.735 | 11561.5967240354 | 11560.3948372212 | 7.394e-07  | -23745.225 |
| 0.736 | 11559.1936537862 | 11557.9910754818 | 7.392e-07  | -23800.182 |
| 0.736 | 11556.789200578  | 11555.5859317732 |  7.39e-07  | -23855.084 |
| 0.736 | 11554.3833663905 | 11553.1794080645 | 7.388e-07  | -23909.931 |
| 0.736 | 11551.9761531822 | 11550.7715063323 | 7.386e-07  | -23964.723 |
| 0.736 | 11549.5675629479 | 11548.3622285492 | 7.384e-07  | -24019.46  |
| 0.736 | 11547.157597638  | 11545.951576678  | 7.382e-07  | -24074.141 |
| 0.736 | 11544.7462592274 | 11543.5395527061 |  7.38e-07  | -24128.767 |
| 0.736 | 11542.3335497164 | 11541.1261586172 | 7.377e-07  | -24183.337 |
| 0.736 | 11539.919471072  | 11538.711396385  | 7.375e-07  | -24237.852 |
| 0.736 | 11537.5040252744 | 11536.2952679935 | 7.373e-07  | -24292.311 |
| 0.736 | 11535.0872143116 | 11533.8777754258 | 7.371e-07  | -24346.715 |
| 0.737 | 11532.6690401617 | 11531.4589206665 | 7.369e-07  | -24401.063 |
| 0.737 | 11530.2495048159 | 11529.0387056992 | 7.367e-07  | -24455.356 |
| 0.737 | 11527.8286102501 | 11526.617132515  | 7.365e-07  | -24509.592 |
| 0.737 | 11525.4063584707 | 11524.1942031039 | 7.363e-07  | -24563.773 |
| 0.737 | 11522.9827514512 | 11521.7699194548 | 7.361e-07  | -24617.898 |
| 0.737 | 11520.5577911959 | 11519.3442835641 | 7.359e-07  | -24671.967 |
| 0.737 | 11518.1314796934 | 11516.9172974184 | 7.357e-07  | -24725.98  |
| 0.737 | 11515.7038189281 | 11514.4889630176 | 7.354e-07  | -24779.937 |
| 0.737 | 11513.2748109157 | 11512.0592823636 | 7.352e-07  | -24833.839 |
| 0.738 | 11510.8444576442 | 11509.6282574512 |  7.35e-07  | -24887.684 |
| 0.738 | 11508.4127611151 | 11507.1958902801 | 7.348e-07  | -24941.472 |
| 0.738 | 11505.9797233261 | 11504.7621828514 | 7.346e-07  | -24995.205 |
| 0.738 | 11503.5453462823 | 11502.3271371685 | 7.344e-07  | -25048.881 |
| 0.738 | 11501.1096319849 | 11499.8907552333 | 7.342e-07  | -25102.501 |
| 0.738 | 11498.6725824367 | 11497.4530390586 |  7.34e-07  | -25156.065 |
| 0.738 | 11496.2341996603 |  11495.01399065  | 7.338e-07  | -25209.572 |
| 0.738 | 11493.7944856446 | 11492.5736120092 | 7.336e-07  | -25263.023 |
| 0.738 | 11491.3534424039 | 11490.1319051602 | 7.334e-07  | -25316.417 |
| 0.738 | 11488.9110719719 | 11487.6888721112 | 7.332e-07  | -25369.755 |
| 0.738 | 11486.4673763314 | 11485.2445148636 | 7.329e-07  | -25423.036 |
| 0.739 | 11484.0223575024 | 11482.7988354382 | 7.327e-07  | -25476.26  |
| 0.739 | 11481.5760175064 | 11480.3518358545 | 7.325e-07  | -25529.428 |
| 0.739 | 11479.1283583611 | 11477.9035181371 | 7.323e-07  | -25582.538 |
| 0.739 | 11476.6793820977 | 11475.4538843006 | 7.321e-07  | -25635.592 |
| 0.739 | 11474.2290907143 | 11473.0029363643 | 7.319e-07  | -25688.59  |
| 0.739 | 11471.7774862516 | 11470.5506763555 | 7.317e-07  | -25741.53  |
| 0.739 | 11469.3245707232 | 11468.0971062971 | 7.315e-07  | -25794.413 |
| 0.739 | 11466.8703461617 | 11465.6422282144 | 7.313e-07  | -25847.239 |
| 0.739 | 11464.4148145846 | 11463.1860441311 | 7.311e-07  | -25900.008 |
|  0.74 | 11461.9579780224 | 11460.7285560733 | 7.309e-07  | -25952.72  |
|  0.74 | 11459.4998384962 | 11458.2697660775 | 7.307e-07  | -26005.375 |
|  0.74 | 11457.0403980582 | 11455.8096761763 | 7.305e-07  | -26057.973 |
|  0.74 | 11454.5796587214 | 11453.3482883924 | 7.303e-07  | -26110.513 |
|  0.74 | 11452.1176225182 | 11450.8856047741 |  7.3e-07   | -26162.996 |
|  0.74 | 11449.6542915126 | 11448.4216273538 | 7.298e-07  | -26215.422 |
|  0.74 | 11447.1896677057 | 11445.9563581571 | 7.296e-07  | -26267.79  |
|  0.74 | 11444.7237531474 | 11443.489799232  | 7.294e-07  |  -26320.1  |
|  0.74 | 11442.2565498839 | 11441.0219526256 | 7.292e-07  | -26372.354 |
|  0.74 | 11439.7880599632 | 11438.5528203663 |  7.29e-07  | -26424.549 |
|  0.74 | 11437.3182853941 | 11436.0824044903 | 7.288e-07  | -26476.687 |
| 0.741 | 11434.8472282402 | 11433.6107070565 | 7.286e-07  | -26528.767 |
| 0.741 | 11432.3748905555 | 11431.1377301167 | 7.284e-07  | -26580.79  |
| 0.741 | 11429.9012743898 |  11428.66347571  | 7.282e-07  | -26632.755 |
| 0.741 | 11427.4263817716 | 11426.1879458835 |  7.28e-07  | -26684.662 |
| 0.741 | 11424.9502147664 | 11423.711142689  | 7.278e-07  | -26736.511 |
| 0.741 | 11422.4727754123 | 11421.2330681774 | 7.276e-07  | -26788.302 |
| 0.741 | 11419.9940657732 | 11418.7537244106 | 7.274e-07  | -26840.035 |
| 0.741 | 11417.5140879088 | 11416.2731134344 | 7.272e-07  | -26891.71  |
| 0.741 | 11415.0328438513 |  11413.7912373   |  7.27e-07  | -26943.327 |
| 0.742 | 11412.5503356704 | 11411.3080980749 | 7.268e-07  | -26994.886 |
| 0.742 | 11410.0665654318 | 11408.8236978201 | 7.266e-07  | -27046.387 |
| 0.742 | 11407.5815351916 | 11406.3380385894 | 7.264e-07  | -27097.83  |
| 0.742 | 11405.0952470016 | 11403.851122442  | 7.262e-07  | -27149.214 |
| 0.742 | 11402.6077029279 | 11401.3629514416 |  7.26e-07  | -27200.54  |
| 0.742 | 11400.1189050323 | 11398.8735276602 | 7.258e-07  | -27251.808 |
| 0.742 | 11397.6288553966 | 11396.3828531626 | 7.255e-07  | -27303.017 |
| 0.742 | 11395.137556069  | 11393.8909300101 | 7.253e-07  | -27354.168 |
| 0.742 | 11392.6450091235 | 11391.3977602716 | 7.251e-07  | -27405.26  |
| 0.742 | 11390.1512166242 | 11388.9033460183 | 7.249e-07  | -27456.294 |
| 0.742 | 11387.6561806491 | 11386.4076893261 | 7.247e-07  | -27507.269 |
| 0.743 | 11385.1599032724 | 11383.9107922615 | 7.245e-07  | -27558.185 |
| 0.743 | 11382.6623865525 | 11381.4126568986 | 7.243e-07  | -27609.043 |
| 0.743 | 11380.1636325794 | 11378.9132853196 | 7.241e-07  | -27659.842 |
| 0.743 | 11377.6636434277 | 11376.4126796001 | 7.239e-07  | -27710.582 |
| 0.743 | 11375.1624211736 | 11373.9108418233 | 7.237e-07  | -27761.264 |
| 0.743 | 11372.6599679077 | 11371.407774063  | 7.235e-07  | -27811.886 |
| 0.743 | 11370.1562856866 | 11368.9034784007 | 7.233e-07  | -27862.45  |
| 0.743 | 11367.6513766169 | 11366.3979569141 | 7.231e-07  | -27912.955 |
| 0.743 | 11365.1452427475 | 11363.891211686  | 7.229e-07  |  -27963.4  |
| 0.744 | 11362.6378861951 | 11361.3832448104 | 7.227e-07  | -28013.787 |
| 0.744 | 11360.1293090306 | 11358.8740583712 | 7.225e-07  | -28064.114 |
| 0.744 | 11357.6195133512 | 11356.3636544544 | 7.223e-07  | -28114.382 |
| 0.744 | 11355.108501232  | 11353.8520351454 | 7.221e-07  | -28164.591 |
| 0.744 | 11352.5962747683 | 11351.3392025405 | 7.219e-07  | -28214.741 |
| 0.744 | 11350.0828360574 | 11348.8251587321 | 7.217e-07  | -28264.831 |
| 0.744 | 11347.5681871868 | 11346.3099058147 | 7.215e-07  | -28314.862 |
| 0.744 | 11345.0523302583 | 11343.7934458791 | 7.213e-07  | -28364.834 |
| 0.744 | 11342.5352673515 | 11341.2757810241 | 7.211e-07  | -28414.746 |
| 0.744 | 11340.0170005844 | 11338.7569133477 | 7.209e-07  | -28464.599 |
| 0.744 | 11337.497532035  | 11336.2368449441 | 7.207e-07  | -28514.392 |
| 0.745 | 11334.9768638135 | 11333.7155779185 | 7.205e-07  | -28564.126 |
| 0.745 | 11332.4549980204 | 11331.1931143693 | 7.203e-07  |  -28613.8  |
| 0.745 | 11329.931936752  | 11328.6694564031 | 7.201e-07  | -28663.414 |
| 0.745 | 11327.4076821251 | 11326.1446061227 | 7.199e-07  | -28712.968 |
| 0.745 | 11324.8822362285 | 11323.6185656211 | 7.197e-07  | -28762.463 |
| 0.745 | 11322.3556011593 | 11321.0913370172 | 7.195e-07  | -28811.898 |
| 0.745 | 11319.8277790585 | 11318.5629224264 | 7.193e-07  | -28861.273 |
| 0.745 | 11317.2987720155 | 11316.0333239481 | 7.191e-07  | -28910.588 |
| 0.745 |  11314.76858214  | 11313.502543693  | 7.189e-07  | -28959.843 |
| 0.746 | 11312.2372115436 | 11310.9705837738 | 7.187e-07  | -29009.039 |
| 0.746 | 11309.7046623403 | 11308.4374463058 | 7.185e-07  | -29058.174 |
| 0.746 | 11307.1709366462 | 11305.903133403  | 7.183e-07  | -29107.249 |
| 0.746 | 11304.6360365737 | 11303.3676471758 | 7.181e-07  | -29156.264 |
| 0.746 | 11302.0999642312 | 11300.8309897461 | 7.179e-07  | -29205.218 |
| 0.746 | 11299.5627217536 | 11298.2931632286 | 7.177e-07  | -29254.113 |
| 0.746 | 11297.0243112358 | 11295.7541697494 | 7.175e-07  | -29302.947 |
| 0.746 | 11294.4847348351 | 11293.2140114338 | 7.173e-07  | -29351.721 |
| 0.746 | 11291.9439946448 | 11290.6726903944 | 7.171e-07  | -29400.434 |
| 0.746 | 11289.4020927966 | 11288.130208758  | 7.169e-07  | -29449.087 |
| 0.746 | 11286.8590314124 | 11285.5865686505 | 7.167e-07  | -29497.68  |
| 0.747 | 11284.3148126224 | 11283.0417721913 | 7.165e-07  | -29546.212 |
| 0.747 | 11281.7694385349 | 11280.4958215107 | 7.163e-07  | -29594.684 |
| 0.747 | 11279.2229113025 | 11277.9487187447 | 7.161e-07  | -29643.095 |
| 0.747 | 11276.6752330442 | 11275.4004660162 | 7.159e-07  | -29691.445 |
| 0.747 | 11274.1264058871 | 11272.8510654625 | 7.157e-07  | -29739.735 |
| 0.747 | 11271.5764319787 | 11270.3005192172 | 7.155e-07  | -29787.964 |
| 0.747 | 11269.0253134385 | 11267.748829404  | 7.153e-07  | -29836.132 |
| 0.747 | 11266.4730523946 | 11265.195998161  | 7.151e-07  | -29884.24  |
| 0.747 | 11263.9196509952 | 11262.6420276257 | 7.149e-07  | -29932.286 |
| 0.748 | 11261.3651113668 | 11260.0869199377 | 7.147e-07  | -29980.272 |
| 0.748 | 11258.8094356622 | 11257.530677242  | 7.145e-07  | -30028.197 |
| 0.748 | 11256.2526260186 | 11254.9733016708 | 7.143e-07  | -30076.06  |
| 0.748 | 11253.6946845633 | 11252.4147953616 | 7.141e-07  | -30123.863 |
| 0.748 | 11251.135613444  | 11249.8551604604 | 7.139e-07  | -30171.605 |
| 0.748 | 11248.5754148047 | 11247.2943991122 | 7.137e-07  | -30219.285 |
| 0.748 | 11246.0140907918 | 11244.7325134615 | 7.136e-07  | -30266.904 |
| 0.748 | 11243.4516435478 | 11242.1695056582 | 7.134e-07  | -30314.463 |
| 0.748 | 11240.8880752299 | 11239.6053778484 | 7.132e-07  | -30361.96  |
| 0.748 | 11238.3233879731 | 11237.0401321714 |  7.13e-07  | -30409.395 |
| 0.748 | 11235.757583921  | 11234.4737707871 | 7.128e-07  | -30456.769 |
| 0.749 | 11233.1906652499 | 11231.9062958456 | 7.126e-07  | -30504.082 |
| 0.749 | 11230.6226340836 | 11229.3377094932 | 7.124e-07  | -30551.334 |
| 0.749 | 11228.053492591  | 11226.7680138848 | 7.122e-07  | -30598.524 |
| 0.749 | 11225.483242913  | 11224.1972111837 |  7.12e-07  | -30645.652 |
| 0.749 | 11222.9118872351 | 11221.6253035463 | 7.118e-07  | -30692.719 |
| 0.749 | 11220.3394276847 | 11219.0522931132 | 7.116e-07  | -30739.725 |
| 0.749 | 11217.7658664159 | 11216.4781820489 | 7.114e-07  | -30786.668 |
| 0.749 | 11215.1912056031 | 11213.9029725321 | 7.112e-07  | -30833.551 |
| 0.749 | 11212.6154474296 | 11211.3266667197 |  7.11e-07  | -30880.371 |
|  0.75 | 11210.038594026  | 11208.7492667528 | 7.108e-07  | -30927.129 |
|  0.75 | 11207.4606475437 | 11206.1707747992 | 7.106e-07  | -30973.826 |
|  0.75 | 11204.8816101669 | 11203.591193026  | 7.104e-07  | -31020.461 |
|  0.75 | 11202.3014840457 | 11201.0105235997 | 7.102e-07  | -31067.034 |
|  0.75 | 11199.720271363  | 11198.4287686863 |  7.1e-07   | -31113.545 |
|  0.75 | 11197.1379742676 | 11195.8459304509 | 7.098e-07  | -31159.995 |
|  0.75 | 11194.5545949412 | 11193.2620110734 | 7.096e-07  | -31206.382 |
|  0.75 | 11191.970135562  | 11190.677012727  | 7.095e-07  | -31252.707 |
|  0.75 | 11189.3845982981 | 11188.0909375781 | 7.093e-07  | -31298.97  |
|  0.75 | 11186.7979853141 | 11185.5037877864 | 7.091e-07  | -31345.171 |
|  0.75 | 11184.2102987649 | 11182.9155655263 | 7.089e-07  | -31391.31  |
| 0.751 | 11181.6215408443 | 11180.3262729807 | 7.087e-07  | -31437.386 |
| 0.751 | 11179.0317137244 | 11177.7359123381 | 7.085e-07  |  -31483.4  |
| 0.751 |  11176.44081961  | 11175.1444857618 | 7.083e-07  | -31529.352 |
| 0.751 | 11173.848860623  | 11172.5519954239 | 7.081e-07  | -31575.242 |
| 0.751 | 11171.2558389856 | 11169.958443517  | 7.079e-07  | -31621.069 |
| 0.751 | 11168.6617568611 | 11167.3638322151 | 7.077e-07  | -31666.834 |
| 0.751 | 11166.0666164338 | 11164.7681637006 | 7.075e-07  | -31712.536 |
| 0.751 | 11163.4704198843 | 11162.1714401523 | 7.073e-07  | -31758.176 |
| 0.751 | 11160.8731693897 | 11159.5736637607 | 7.071e-07  | -31803.753 |
| 0.752 | 11158.2748671538 | 11156.9748367126 | 7.069e-07  | -31849.268 |
| 0.752 | 11155.6755153466 | 11154.3749611882 | 7.067e-07  | -31894.72  |
| 0.752 | 11153.0751161584 | 11151.774039364  | 7.066e-07  | -31940.109 |
| 0.752 | 11150.4736717518 | 11149.1720734375 | 7.064e-07  | -31985.436 |
| 0.752 | 11147.8711843592 | 11146.5690656055 | 7.062e-07  |  -32030.7  |
| 0.752 | 11145.2676561419 | 11143.9650180551 |  7.06e-07  | -32075.901 |
| 0.752 | 11142.663089313  | 11141.3599329822 | 7.058e-07  | -32121.04  |
| 0.752 | 11140.0574860509 | 11138.7538125667 | 7.056e-07  | -32166.115 |
| 0.752 | 11137.4508485369 | 11136.1466590125 | 7.054e-07  | -32211.128 |
| 0.752 | 11134.8431789977 | 11133.5384745199 | 7.052e-07  | -32256.077 |
| 0.753 | 11132.2344796072 | 11130.9292612764 |  7.05e-07  | -32300.964 |
| 0.753 | 11129.6247525665 | 11128.3190214782 | 7.048e-07  | -32345.787 |
| 0.753 | 11127.014000067  | 11125.7077573273 | 7.046e-07  | -32390.548 |
| 0.753 | 11124.4022243209 | 11123.0954710278 | 7.044e-07  | -32435.245 |
| 0.753 | 11121.7894275248 | 11120.4821647746 | 7.043e-07  | -32479.88  |
| 0.753 | 11119.1756118714 | 11117.8678407679 | 7.041e-07  | -32524.451 |
| 0.753 | 11116.5607795686 | 11115.2525012075 | 7.039e-07  | -32568.959 |
| 0.753 | 11113.9449328081 | 11112.6361482987 | 7.037e-07  | -32613.404 |
| 0.753 | 11111.328073809  | 11110.0187842529 | 7.035e-07  | -32657.785 |
| 0.753 | 11108.7102047744 | 11107.4004112774 | 7.033e-07  | -32702.103 |
| 0.754 | 11106.0913279164 | 11104.7810315886 | 7.031e-07  | -32746.358 |
| 0.754 | 11103.4714454556 | 11102.1606473777 | 7.029e-07  | -32790.549 |
| 0.754 | 11100.8505595535 | 11099.5392608353 | 7.027e-07  | -32834.677 |
| 0.754 | 11098.2286724299 | 11096.9168741978 | 7.025e-07  | -32878.741 |
| 0.754 | 11095.6057863381 | 11094.2934896889 | 7.023e-07  | -32922.742 |
| 0.754 | 11092.981903472  | 11091.6691095009 | 7.022e-07  | -32966.679 |
| 0.754 | 11090.3570260223 | 11089.0437358381 |  7.02e-07  | -33010.552 |
| 0.754 | 11087.7311562067 | 11086.4173709226 | 7.018e-07  | -33054.362 |
| 0.754 | 11085.104296252  | 11083.7900169825 | 7.016e-07  | -33098.109 |
| 0.754 | 11082.4764483875 | 11081.1616762236 | 7.014e-07  | -33141.791 |
| 0.755 | 11079.8476147956 | 11078.5323508638 | 7.012e-07  | -33185.41  |
| 0.755 | 11077.2177977296 | 11075.9020431298 |  7.01e-07  | -33228.965 |
| 0.755 | 11074.5869993895 | 11073.270755223  | 7.008e-07  | -33272.456 |
| 0.755 | 11071.9552219781 | 11070.6384893722 | 7.006e-07  | -33315.883 |
| 0.755 | 11069.3224677505 | 11068.0052478153 | 7.005e-07  | -33359.247 |
| 0.755 | 11066.6887389271 | 11065.3710327522 | 7.003e-07  | -33402.546 |
| 0.755 | 11064.0540376876 | 11062.7358464139 | 7.001e-07  | -33445.782 |
| 0.755 | 11061.4183663138 | 11060.0996910273 | 6.999e-07  | -33488.953 |
