+-------+------------------+------------------+------------+------------+
|   Z   |        F         |     F deriv      |     U      |    divF    |
| 0.532 | 12214.566045613  | 12215.4595302969 | 1.3385e-06 | 116624.666 |
| 0.532 | 12216.353494991  | 12217.2461762064 | 1.3382e-06 | 116576.036 |
| 0.533 | 12218.1393376544 | 12219.031214836  | 1.3379e-06 | 116527.365 |
| 0.533 | 12219.9235724724 | 12220.8146450232 | 1.3375e-06 | 116478.653 |
| 0.533 | 12221.7061982511 | 12222.5964656006 | 1.3372e-06 |  116429.9  |
| 0.533 | 12223.4872138497 | 12224.3766754041 | 1.3369e-06 | 116381.107 |
| 0.533 | 12225.2666180802 | 12226.1552732759 | 1.3365e-06 | 116332.273 |
| 0.533 | 12227.0444098156 | 12227.9322580615 | 1.3362e-06 | 116283.398 |
| 0.533 | 12228.8205878735 | 12229.7076285935 | 1.3359e-06 | 116234.482 |
| 0.533 | 12230.5951511018 | 12231.4813837115 | 1.3355e-06 | 116185.525 |
| 0.533 | 12232.3680983316 | 12233.2535222502 | 1.3352e-06 | 116136.528 |
| 0.534 | 12234.1394284012 | 12235.024043051  | 1.3349e-06 | 116087.49  |
| 0.534 | 12235.9091401552 | 12236.7929449544 | 1.3346e-06 | 116038.411 |
| 0.534 |  12237.67723243  |  12238.5602268   | 1.3342e-06 | 115989.291 |
| 0.534 | 12239.4437040684 | 12240.3258874301 | 1.3339e-06 | 115940.131 |
| 0.534 | 12241.2085539123 | 12242.0899256825 | 1.3336e-06 | 115890.929 |
| 0.534 | 12242.9717807949 | 12243.8523404091 | 1.3332e-06 | 115841.688 |
| 0.534 | 12244.7333835874 | 12245.6131304457 | 1.3329e-06 | 115792.405 |
| 0.534 | 12246.4933610899 | 12247.372294623  | 1.3326e-06 | 115743.082 |
| 0.534 | 12248.2517121637 | 12249.1298317979 | 1.3322e-06 | 115693.718 |
| 0.534 | 12250.0084356616 | 12250.8857408149 | 1.3319e-06 | 115644.313 |
| 0.534 | 12251.7635304195 | 12252.6400205135 | 1.3316e-06 | 115594.868 |
| 0.535 | 12253.5169952804 | 12254.392669736  | 1.3312e-06 | 115545.382 |
| 0.535 | 12255.2688290861 | 12256.1436873238 | 1.3309e-06 | 115495.855 |
| 0.535 | 12257.0190306776 | 12257.8930721251 | 1.3306e-06 | 115446.288 |
| 0.535 | 12258.7675989103 | 12259.6408229872 | 1.3302e-06 | 115396.68  |
| 0.535 | 12260.5145326233 | 12261.3869387524 | 1.3299e-06 | 115347.032 |
| 0.535 | 12262.2598306622 | 12263.131418266  | 1.3296e-06 | 115297.342 |
| 0.535 | 12264.0034918719 | 12264.8742603722 | 1.3292e-06 | 115247.613 |
| 0.535 | 12265.745515096  | 12266.6154639181 | 1.3289e-06 | 115197.842 |
| 0.535 | 12267.4858991852 | 12268.3550277501 | 1.3286e-06 | 115148.031 |
| 0.536 | 12269.2246429813 | 12270.0929507171 | 1.3282e-06 | 115098.18  |
| 0.536 | 12270.9617453406 | 12271.8292316673 | 1.3279e-06 | 115048.287 |
| 0.536 | 12272.6972051029 | 12273.5638694517 | 1.3276e-06 | 114998.355 |
| 0.536 | 12274.4310211306 | 12275.2968629125 | 1.3272e-06 | 114948.381 |
| 0.536 | 12276.1631922456 | 12277.0282108869 | 1.3269e-06 | 114898.367 |
| 0.536 | 12277.8937173006 | 12278.7579122387 | 1.3266e-06 | 114848.313 |
| 0.536 | 12279.6225951703 | 12280.4859658187 | 1.3262e-06 | 114798.218 |
| 0.536 | 12281.3498246817 | 12282.2123704612 | 1.3259e-06 | 114748.082 |
| 0.536 | 12283.0754046764 | 12283.937125027  | 1.3256e-06 | 114697.906 |
| 0.536 | 12284.7993340342 | 12285.6602283717 | 1.3252e-06 | 114647.69  |
| 0.536 | 12286.5216115868 | 12287.3816793344 | 1.3249e-06 | 114597.433 |
| 0.537 | 12288.2422361806 | 12289.1014767768 | 1.3246e-06 | 114547.135 |
| 0.537 | 12289.9612066923 | 12290.8196195553 | 1.3242e-06 | 114496.797 |
| 0.537 | 12291.6785219585 | 12292.5361065101 | 1.3239e-06 | 114446.419 |
| 0.537 | 12293.3941808227 | 12294.2509364997 | 1.3236e-06 |  114396.0  |
| 0.537 | 12295.1081821584 | 12295.9641083737 | 1.3232e-06 | 114345.54  |
| 0.537 | 12296.8205247915 | 12297.675620981  | 1.3229e-06 | 114295.041 |
| 0.537 | 12298.5312075936 | 12299.3854731809 | 1.3226e-06 |  114244.5  |
| 0.537 | 12300.2402294119 | 12301.0936638279 | 1.3222e-06 | 114193.92  |
| 0.537 | 12301.9475891082 | 12302.8001917794 | 1.3219e-06 | 114143.299 |
| 0.538 | 12303.6532855356 | 12304.5050558881 | 1.3216e-06 | 114092.637 |
| 0.538 | 12305.357317546  | 12306.2082550052 | 1.3212e-06 | 114041.935 |
| 0.538 | 12307.0596839903 | 12307.9097879891 | 1.3209e-06 | 113991.193 |
| 0.538 | 12308.7603837342 | 12309.6096536893 | 1.3206e-06 | 113940.41  |
| 0.538 | 12310.4594156111 | 12311.307850962  | 1.3202e-06 | 113889.587 |
| 0.538 |  12312.1567785   | 12313.0043786703 | 1.3199e-06 | 113838.724 |
| 0.538 | 12313.8524712479 | 12314.6992356801 | 1.3196e-06 | 113787.82  |
| 0.538 | 12315.5464927399 | 12316.3924208447 | 1.3192e-06 | 113736.876 |
| 0.538 | 12317.2388417973 | 12318.0839330084 | 1.3189e-06 | 113685.891 |
| 0.538 | 12318.9295172875 | 12319.7737710381 | 1.3186e-06 | 113634.867 |
| 0.538 | 12320.6185180768 | 12321.4619337956 | 1.3182e-06 | 113583.802 |
| 0.539 | 12322.3058430226 | 12323.1484201301 | 1.3179e-06 | 113532.696 |
| 0.539 | 12323.9914909659 | 12324.8332289093 | 1.3176e-06 | 113481.551 |
| 0.539 | 12325.675460801  | 12326.5163590076 | 1.3172e-06 | 113430.365 |
| 0.539 | 12327.3577513825 | 12328.1978092633 | 1.3169e-06 | 113379.139 |
| 0.539 | 12329.0383615324 | 12329.877578545  | 1.3166e-06 | 113327.872 |
| 0.539 | 12330.7172901656 | 12331.5556657239 | 1.3162e-06 | 113276.566 |
| 0.539 | 12332.3945361102 | 12333.2320696433 | 1.3159e-06 | 113225.219 |
| 0.539 | 12334.0700982241 | 12334.9067891723 | 1.3156e-06 | 113173.832 |
| 0.539 | 12335.743975388  | 12336.5798231833 | 1.3152e-06 | 113122.404 |
|  0.54 | 12337.4161664658 | 12338.2511705279 | 1.3149e-06 | 113070.937 |
|  0.54 | 12339.0866702969 | 12339.9208300685 | 1.3146e-06 | 113019.429 |
|  0.54 | 12340.7554857666 | 12341.5888006704 | 1.3142e-06 | 112967.881 |
|  0.54 | 12342.4226117202 | 12343.2550812056 | 1.3139e-06 | 112916.293 |
|  0.54 | 12344.0880470565 | 12344.9196705373 | 1.3136e-06 | 112864.665 |
|  0.54 | 12345.751790603  | 12346.5825675237 | 1.3132e-06 | 112812.996 |
|  0.54 | 12347.4138412488 | 12348.2437710418 | 1.3129e-06 | 112761.288 |
|  0.54 | 12349.0741978585 | 12349.9032799514 | 1.3126e-06 | 112709.539 |
|  0.54 | 12350.7328592876 | 12351.5610931119 | 1.3122e-06 | 112657.75  |
|  0.54 | 12352.3898243986 | 12353.2172093889 | 1.3119e-06 | 112605.921 |
|  0.54 | 12354.0450920608 | 12354.871627663  | 1.3116e-06 | 112554.052 |
| 0.541 | 12355.698661166  | 12356.524346798  | 1.3112e-06 | 112502.143 |
| 0.541 |  12357.35053055  | 12358.1753656527 | 1.3109e-06 | 112450.194 |
| 0.541 | 12359.0006990946 | 12359.8246831085 | 1.3106e-06 | 112398.205 |
| 0.541 | 12360.6491656806 | 12361.4722980338 | 1.3102e-06 | 112346.176 |
| 0.541 | 12362.2959291642 | 12363.1182092961 | 1.3099e-06 | 112294.106 |
| 0.541 | 12363.9409884242 | 12364.7624157659 | 1.3095e-06 | 112241.997 |
| 0.541 | 12365.5843423226 | 12366.4049163123 | 1.3092e-06 | 112189.848 |
| 0.541 | 12367.2259897359 | 12368.0457098036 | 1.3089e-06 | 112137.658 |
| 0.541 | 12368.8659295242 | 12369.684795115  | 1.3085e-06 | 112085.429 |
| 0.542 | 12370.5041605775 | 12371.3221711126 | 1.3082e-06 | 112033.16  |
| 0.542 | 12372.1406817381 | 12372.9578366694 | 1.3079e-06 | 111980.85  |
| 0.542 | 12373.7754919098 | 12374.591790673  | 1.3075e-06 | 111928.501 |
| 0.542 | 12375.4085899639 | 12376.2240319864 | 1.3072e-06 | 111876.112 |
| 0.542 | 12377.0399747552 | 12377.8545594756 | 1.3069e-06 | 111823.683 |
| 0.542 | 12378.6696451608 | 12379.483372025  | 1.3065e-06 | 111771.214 |
| 0.542 | 12380.2976000725 | 12381.1104685102 | 1.3062e-06 | 111718.705 |
| 0.542 | 12381.9238383497 | 12382.7358478018 | 1.3059e-06 | 111666.156 |
| 0.542 | 12383.5483588742 | 12384.3595087773 | 1.3055e-06 | 111613.567 |
| 0.542 | 12385.171160519  | 12385.981450309  | 1.3052e-06 | 111560.938 |
| 0.542 | 12386.7922421559 | 12387.6016712723 | 1.3049e-06 | 111508.27  |
| 0.543 | 12388.4116026638 | 12389.2201705493 | 1.3045e-06 | 111455.561 |
| 0.543 | 12390.029240928  | 12390.836947017  | 1.3042e-06 | 111402.813 |
| 0.543 | 12391.6451558174 | 12392.4519995516 | 1.3039e-06 | 111350.025 |
| 0.543 | 12393.2593462153 | 12394.0653270319 | 1.3035e-06 | 111297.197 |
| 0.543 | 12394.8718109961 | 12395.6769283319 | 1.3032e-06 | 111244.329 |
| 0.543 | 12396.4825490333 | 12397.2868023363 | 1.3029e-06 | 111191.422 |
| 0.543 | 12398.0915592229 | 12398.8949479326 | 1.3025e-06 | 111138.474 |
| 0.543 | 12399.6988404439 | 12400.5013639956 | 1.3022e-06 | 111085.487 |
| 0.543 | 12401.3043915666 | 12402.1060493988 | 1.3019e-06 | 111032.46  |
| 0.544 | 12402.9082114681 | 12403.7090030227 | 1.3015e-06 | 110979.394 |
| 0.544 | 12404.5102990322 | 12405.3102237506 | 1.3012e-06 | 110926.287 |
| 0.544 | 12406.1106531415 | 12406.9097104725 | 1.3009e-06 | 110873.141 |
| 0.544 | 12407.7092726937 | 12408.5074620696 | 1.3005e-06 | 110819.956 |
| 0.544 | 12409.3061565535 | 12410.1034774182 | 1.3002e-06 | 110766.73  |
| 0.544 | 12410.9013036083 | 12411.697755409  | 1.2999e-06 | 110713.465 |
| 0.544 | 12412.4947127525 | 12413.2902949239 | 1.2995e-06 | 110660.16  |
| 0.544 | 12414.0863828556 | 12414.8810948438 | 1.2992e-06 | 110606.816 |
| 0.544 | 12415.6763128097 | 12416.4701540681 | 1.2989e-06 | 110553.432 |
| 0.544 | 12417.2645015216 | 12418.0574714795 | 1.2985e-06 | 110500.008 |
| 0.544 | 12418.8509478497 | 12419.6430459476 | 1.2982e-06 | 110446.544 |
| 0.545 | 12420.435650675  | 12421.2268763608 | 1.2979e-06 | 110393.041 |
| 0.545 | 12422.0186088933 | 12422.8089616182 | 1.2975e-06 | 110339.499 |
| 0.545 | 12423.599821407  | 12424.389300606  | 1.2972e-06 | 110285.917 |
| 0.545 | 12425.179287086  | 12425.9678922054 | 1.2969e-06 | 110232.295 |
| 0.545 | 12426.7570048229 | 12427.5447353123 | 1.2965e-06 | 110178.634 |
| 0.545 | 12428.3329735168 | 12429.1198288176 | 1.2962e-06 | 110124.933 |
| 0.545 | 12429.9071920502 | 12430.693171599  | 1.2959e-06 | 110071.192 |
| 0.545 | 12431.4796592967 | 12432.2647625494 | 1.2955e-06 | 110017.412 |
| 0.545 | 12433.0503741679 | 12433.8346005682 | 1.2952e-06 | 109963.593 |
| 0.546 | 12434.6193355509 | 12435.4026845418 | 1.2949e-06 | 109909.734 |
| 0.546 | 12436.1865423318 | 12436.9690133597 | 1.2945e-06 | 109855.835 |
| 0.546 | 12437.7519934034 | 12438.5335859181 | 1.2942e-06 | 109801.898 |
| 0.546 | 12439.3156876652 | 12440.096401112  | 1.2939e-06 | 109747.92  |
| 0.546 | 12440.8776240078 | 12441.6574578317 | 1.2935e-06 | 109693.903 |
| 0.546 | 12442.4378013209 | 12443.216754962  | 1.2932e-06 | 109639.847 |
| 0.546 | 12443.9962184849 | 12444.7742914067 | 1.2929e-06 | 109585.752 |
| 0.546 | 12445.5528744268 | 12446.3300660685 | 1.2925e-06 | 109531.617 |
| 0.546 | 12447.1077680248 | 12447.884077833  | 1.2922e-06 | 109477.442 |
| 0.546 | 12448.6608981721 | 12449.4363255928 | 1.2919e-06 | 109423.228 |
| 0.546 | 12450.2122637606 | 12450.9868082394 | 1.2915e-06 | 109368.975 |
| 0.547 | 12451.7618636813 | 12452.5355246828 | 1.2912e-06 | 109314.683 |
| 0.547 | 12453.3096968635 | 12454.0824738241 | 1.2909e-06 | 109260.351 |
| 0.547 |  12454.85576218  | 12455.6276545436 | 1.2905e-06 | 109205.98  |
| 0.547 | 12456.4000585185 | 12457.1710657481 | 1.2902e-06 | 109151.569 |
| 0.547 | 12457.942584805  | 12458.7127063394 | 1.2898e-06 | 109097.119 |
| 0.547 | 12459.483339917  | 12460.2525752104 | 1.2895e-06 | 109042.63  |
| 0.547 | 12461.0223227626 | 12461.7906712644 | 1.2892e-06 | 108988.102 |
| 0.547 | 12462.5595322409 | 12463.3269934158 | 1.2888e-06 | 108933.534 |
| 0.547 | 12464.0949672812 | 12464.8615405581 | 1.2885e-06 | 108878.927 |
| 0.548 | 12465.6286267411 | 12466.3943115796 | 1.2882e-06 | 108824.281 |
| 0.548 | 12467.1605095399 | 12467.9253053914 | 1.2878e-06 | 108769.596 |
| 0.548 | 12468.6906145801 | 12469.4545208993 | 1.2875e-06 | 108714.872 |
| 0.548 | 12470.2189407712 | 12470.9819570083 | 1.2872e-06 | 108660.108 |
| 0.548 | 12471.7454870135 | 12472.5076126141 | 1.2868e-06 | 108605.305 |
| 0.548 | 12473.2702521983 | 12474.0314866195 | 1.2865e-06 | 108550.463 |
| 0.548 | 12474.7932352395 | 12475.5535779377 | 1.2862e-06 | 108495.582 |
| 0.548 |  12476.31443505  | 12477.0738854772 | 1.2858e-06 | 108440.662 |
| 0.548 | 12477.8338505337 | 12478.5924081333 | 1.2855e-06 | 108385.702 |
| 0.548 | 12479.3514805774 | 12480.1091448122 | 1.2852e-06 | 108330.704 |
| 0.548 | 12480.8673241065 | 12481.6240944307 | 1.2848e-06 | 108275.666 |
| 0.549 | 12482.3813800294 | 12483.1372558967 | 1.2845e-06 | 108220.59  |
| 0.549 | 12483.8936472535 | 12484.648628117  | 1.2842e-06 | 108165.474 |
| 0.549 | 12485.4041246849 | 12486.1582099854 | 1.2838e-06 | 108110.319 |
| 0.549 | 12486.912811205  | 12487.6660004222 | 1.2835e-06 | 108055.126 |
| 0.549 | 12488.4197057732 | 12489.1719983506 | 1.2832e-06 | 107999.893 |
| 0.549 | 12489.9248072766 | 12490.6762026571 | 1.2828e-06 | 107944.621 |
| 0.549 | 12491.428114601  | 12492.1786122588 | 1.2825e-06 | 107889.31  |
| 0.549 | 12492.9296266946 | 12493.6792260796 | 1.2822e-06 | 107833.961 |
| 0.549 | 12494.429342457  | 12495.1780430183 | 1.2818e-06 | 107778.572 |
|  0.55 | 12495.9272607865 | 12496.6750619847 | 1.2815e-06 | 107723.145 |
|  0.55 | 12497.4233806043 | 12498.1702819073 | 1.2812e-06 | 107667.678 |
|  0.55 | 12498.917700846  | 12499.6637016974 | 1.2808e-06 | 107612.173 |
|  0.55 | 12500.4102203989 | 12501.1553202615 | 1.2805e-06 | 107556.628 |
|  0.55 | 12501.9009381885 | 12502.6451365128 | 1.2802e-06 | 107501.045 |
|  0.55 | 12503.3898531156 | 12504.1331493792 | 1.2798e-06 | 107445.423 |
|  0.55 | 12504.8769641353 | 12505.6193577756 | 1.2795e-06 | 107389.762 |
|  0.55 | 12506.3622701224 | 12507.1037606077 | 1.2792e-06 | 107334.062 |
|  0.55 | 12507.8457700137 | 12508.5863568003 | 1.2788e-06 | 107278.324 |
|  0.55 | 12509.3274627215 | 12510.0671452649 | 1.2785e-06 | 107222.547 |
|  0.55 | 12510.8073471567 | 12511.5461249236 | 1.2782e-06 | 107166.73  |
| 0.551 | 12512.2854222529 | 12513.0232946979 | 1.2778e-06 | 107110.875 |
| 0.551 | 12513.7616869188 | 12514.4986535075 | 1.2775e-06 | 107054.982 |
| 0.551 | 12515.2361400859 | 12515.9722002716 | 1.2772e-06 | 106999.049 |
| 0.551 | 12516.7087806606 | 12517.443933904  | 1.2768e-06 | 106943.078 |
| 0.551 | 12518.1796075642 | 12518.9138533292 | 1.2765e-06 | 106887.068 |
| 0.551 | 12519.6486197246 | 12520.3819574708 | 1.2761e-06 | 106831.02  |
| 0.551 | 12521.1158160608 | 12521.8482452511 | 1.2758e-06 | 106774.933 |
| 0.551 | 12522.5811954985 | 12523.3127155992 | 1.2755e-06 | 106718.807 |
| 0.551 | 12524.0447569703 | 12524.7753674392 | 1.2751e-06 | 106662.642 |
| 0.552 | 12525.5064993918 | 12526.2361996901 | 1.2748e-06 | 106606.439 |
| 0.552 | 12526.9664216852 | 12527.6952112815 | 1.2745e-06 | 106550.197 |
| 0.552 | 12528.4245227878 | 12529.1524011263 | 1.2741e-06 | 106493.917 |
| 0.552 | 12529.8808015878 | 12530.6077681479 | 1.2738e-06 | 106437.598 |
| 0.552 | 12531.335257044  | 12532.0613112885 | 1.2735e-06 | 106381.24  |
| 0.552 | 12532.787888082  | 12533.5130294733 | 1.2731e-06 | 106324.844 |
| 0.552 | 12534.2386936264 | 12534.9629216343 | 1.2728e-06 | 106268.41  |
| 0.552 | 12535.6876726167 | 12536.4109866984 | 1.2725e-06 | 106211.936 |
| 0.552 | 12537.1348239673 | 12537.8572235833 | 1.2721e-06 | 106155.425 |
| 0.552 | 12538.5801465993 | 12539.3016312178 | 1.2718e-06 | 106098.875 |
| 0.552 | 12540.0236394488 | 12540.744208541  | 1.2715e-06 | 106042.286 |
| 0.553 | 12541.4653014584 | 12542.1849544834 | 1.2711e-06 | 105985.659 |
| 0.553 | 12542.9051315459 | 12543.6238679739 | 1.2708e-06 | 105928.993 |
| 0.553 | 12544.3431286519 | 12545.0609479486 | 1.2705e-06 | 105872.289 |
| 0.553 | 12545.7792917077 | 12546.4961933344 | 1.2701e-06 | 105815.547 |
| 0.553 | 12547.2136196356 | 12547.9296030647 | 1.2698e-06 | 105758.766 |
| 0.553 | 12548.6461113806 | 12549.3611760762 | 1.2695e-06 | 105701.947 |
| 0.553 | 12550.0767658707 | 12550.7909113081 | 1.2691e-06 | 105645.09  |
| 0.553 | 12551.5055820566 | 12552.2188076867 | 1.2688e-06 | 105588.194 |
| 0.553 | 12552.9325588399 | 12553.644864145  | 1.2685e-06 | 105531.26  |
| 0.554 | 12554.357695185  | 12555.0690796347 | 1.2681e-06 | 105474.287 |
| 0.554 | 12555.7809900313 | 12556.4914530787 | 1.2678e-06 | 105417.276 |
| 0.554 | 12557.2024422849 | 12557.9119834185 | 1.2675e-06 | 105360.227 |
| 0.554 | 12558.6220509226 | 12559.3306696024 | 1.2671e-06 | 105303.14  |
| 0.554 | 12560.0398148643 | 12560.7475105616 | 1.2668e-06 | 105246.014 |
| 0.554 | 12561.4557330526 | 12562.1625052303 | 1.2665e-06 | 105188.851 |
| 0.554 | 12562.8698044132 | 12563.5756525613 | 1.2661e-06 | 105131.649 |
| 0.554 | 12564.282027926  | 12564.9869514863 | 1.2658e-06 | 105074.409 |
| 0.554 | 12565.6924024747 | 12566.396400936  | 1.2655e-06 | 105017.13  |
| 0.554 | 12567.1009270368 | 12567.8039998718 | 1.2651e-06 | 104959.814 |
| 0.554 | 12568.5076005574 | 12569.2097472298 | 1.2648e-06 | 104902.459 |
| 0.555 | 12569.912421964  | 12570.6136419531 | 1.2645e-06 | 104845.066 |
| 0.555 | 12571.3153902152 | 12572.0156829877 | 1.2641e-06 | 104787.635 |
| 0.555 | 12572.7165042442 | 12573.4158692703 | 1.2638e-06 | 104730.166 |
| 0.555 | 12574.1157629914 | 12574.8141997525 | 1.2635e-06 | 104672.659 |
| 0.555 | 12575.5131654195 | 12576.2106733846 | 1.2631e-06 | 104615.114 |
| 0.555 | 12576.9087104665 | 12577.605289112  | 1.2628e-06 | 104557.531 |
| 0.555 | 12578.302397085  | 12578.9980458746 | 1.2624e-06 | 104499.91  |
| 0.555 | 12579.6942242026 | 12580.3889426155 | 1.2621e-06 | 104442.251 |
| 0.555 | 12581.0841907774 | 12581.7779782963 | 1.2618e-06 | 104384.554 |
| 0.556 | 12582.4722957747 | 12583.1651518656 | 1.2614e-06 | 104326.819 |
| 0.556 | 12583.8585381265 | 12584.5504622747 | 1.2611e-06 | 104269.046 |
| 0.556 | 12585.2429168034 | 12585.9339084739 | 1.2608e-06 | 104211.235 |
| 0.556 | 12586.6254307352 | 12587.3154894043 | 1.2604e-06 | 104153.386 |
| 0.556 | 12588.0060788744 | 12588.6952040176 | 1.2601e-06 | 104095.499 |
| 0.556 | 12589.3848601721 | 12590.0730512647 | 1.2598e-06 | 104037.574 |
| 0.556 | 12590.7617735786 | 12591.4490301109 | 1.2594e-06 | 103979.612 |
| 0.556 | 12592.1368180748 | 12592.8231395048 | 1.2591e-06 | 103921.611 |
| 0.556 | 12593.5099925763 | 12594.1953783933 | 1.2588e-06 | 103863.573 |
| 0.556 | 12594.8812960618 | 12595.5657457426 | 1.2584e-06 | 103805.497 |
| 0.556 | 12596.2507274847 | 12596.9342405055 | 1.2581e-06 | 103747.383 |
| 0.557 | 12597.6182857973 | 12598.3008616415 | 1.2578e-06 | 103689.231 |
| 0.557 | 12598.9839699665 | 12599.6656081051 | 1.2574e-06 | 103631.042 |
| 0.557 | 12600.3477789343 | 12601.0284788577 | 1.2571e-06 | 103572.815 |
| 0.557 | 12601.7097116812 | 12602.3894728513 | 1.2568e-06 | 103514.55  |
| 0.557 | 12603.069767131  | 12603.7485890329 | 1.2564e-06 | 103456.248 |
| 0.557 | 12604.4279442539 | 12605.1058263803 | 1.2561e-06 | 103397.907 |
| 0.557 | 12605.784242035  | 12606.4611838458 | 1.2558e-06 | 103339.53  |
| 0.557 | 12607.1386593943 | 12607.8146603931 | 1.2554e-06 | 103281.114 |
| 0.557 | 12608.4911953387 | 12609.1662549961 | 1.2551e-06 | 103222.661 |
| 0.558 | 12609.8418488096 | 12610.5159666041 | 1.2548e-06 | 103164.17  |
| 0.558 | 12611.1906187636 | 12611.8637941728 | 1.2544e-06 | 103105.642 |
| 0.558 | 12612.5375041559 | 12613.2097366768 | 1.2541e-06 | 103047.076 |
| 0.558 | 12613.8825039806 | 12614.5537930896 | 1.2538e-06 | 102988.473 |
| 0.558 | 12615.2256171905 | 12615.8959623636 | 1.2534e-06 | 102929.832 |
| 0.558 | 12616.5668427373 | 12617.2362434657 | 1.2531e-06 | 102871.153 |
| 0.558 | 12617.9061796035 | 12618.574635362  | 1.2528e-06 | 102812.437 |
| 0.558 | 12619.2436267384 | 12619.9111370211 | 1.2524e-06 | 102753.684 |
| 0.558 | 12620.5791831302 | 12621.2457474106 | 1.2521e-06 | 102694.893 |
| 0.558 | 12621.9128477258 | 12622.5784654968 | 1.2518e-06 | 102636.064 |
| 0.558 | 12623.244619511  | 12623.9092902568 | 1.2514e-06 | 102577.198 |
| 0.559 | 12624.5744974543 | 12625.2382206548 | 1.2511e-06 | 102518.295 |
| 0.559 | 12625.9024805151 | 12626.5652556693 | 1.2508e-06 | 102459.355 |
| 0.559 | 12627.2285676916 | 12627.8903942702 | 1.2504e-06 | 102400.377 |
| 0.559 | 12628.5527579248 | 12629.2136354216 | 1.2501e-06 | 102341.361 |
| 0.559 | 12629.8750502026 | 12630.5349780949 | 1.2498e-06 | 102282.309 |
| 0.559 | 12631.1954434794 | 12631.8544212601 | 1.2494e-06 | 102223.219 |
| 0.559 | 12632.5139367407 | 12633.1719639099 | 1.2491e-06 | 102164.092 |
| 0.559 | 12633.8305289869 | 12634.4876050121 | 1.2488e-06 | 102104.927 |
| 0.559 | 12635.1452191528 | 12635.8013435331 | 1.2484e-06 | 102045.725 |
|  0.56 | 12636.4580062364 | 12637.1131784621 | 1.2481e-06 | 101986.486 |
|  0.56 | 12637.7688892184 | 12638.4231087631 | 1.2478e-06 | 101927.21  |
|  0.56 | 12639.077867046  | 12639.7311334191 | 1.2474e-06 | 101867.897 |
|  0.56 | 12640.3849387378 | 12641.0372514157 | 1.2471e-06 | 101808.546 |
|  0.56 | 12641.6901032466 | 12642.3414617294 | 1.2467e-06 | 101749.158 |
|  0.56 | 12642.9933595724 | 12643.6437633394 | 1.2464e-06 | 101689.734 |
|  0.56 | 12644.2947066738 | 12644.9441552159 | 1.2461e-06 | 101630.272 |
|  0.56 | 12645.5941435324 | 12646.2426363476 | 1.2457e-06 | 101570.773 |
|  0.56 | 12646.8916691443 | 12647.5392057223 | 1.2454e-06 | 101511.237 |
|  0.56 | 12648.1872824887 | 12648.8338623185 | 1.2451e-06 | 101451.663 |
|  0.56 | 12649.4809825435 | 12650.1266051214 | 1.2447e-06 | 101392.053 |
| 0.561 | 12650.7727683014 | 12651.4174331112 | 1.2444e-06 | 101332.406 |
| 0.561 | 12652.0626387297 | 12652.7063452706 | 1.2441e-06 | 101272.722 |
| 0.561 | 12653.3505928269 | 12653.9933405895 | 1.2437e-06 |  101213.0  |
| 0.561 | 12654.636629574  | 12655.2784180602 | 1.2434e-06 | 101153.242 |
| 0.561 | 12655.9207479748 | 12656.5615766741 | 1.2431e-06 | 101093.447 |
| 0.561 | 12657.2029470082 | 12657.8428154012 | 1.2427e-06 | 101033.615 |
| 0.561 | 12658.4832256354 | 12659.1221332385 | 1.2424e-06 | 100973.746 |
| 0.561 | 12659.7615828889 | 12660.3995291775 | 1.2421e-06 | 100913.841 |
| 0.561 | 12661.0380177196 | 12661.6750022008 | 1.2417e-06 | 100853.898 |
| 0.562 | 12662.3125291415 | 12662.9485513096 | 1.2414e-06 | 100793.918 |
| 0.562 | 12663.5851161432 | 12664.2201754919 | 1.2411e-06 | 100733.902 |
| 0.562 | 12664.8557777122 | 12665.4898737347 | 1.2407e-06 | 100673.849 |
| 0.562 | 12666.1245128346 | 12666.7576450316 | 1.2404e-06 | 100613.759 |
| 0.562 | 12667.3913205116 | 12668.023488383  | 1.2401e-06 | 100553.633 |
| 0.562 | 12668.6561997431 | 12669.2874027761 | 1.2397e-06 | 100493.469 |
| 0.562 | 12669.9191495035 | 12670.5493872131 | 1.2394e-06 | 100433.269 |
| 0.562 | 12671.1801688225 | 12671.8094406946 | 1.2391e-06 | 100373.032 |
| 0.562 | 12672.4392566721 | 12673.0675622084 | 1.2387e-06 | 100312.759 |
| 0.562 | 12673.6964120554 | 12674.3237507569 | 1.2384e-06 | 100252.449 |
| 0.562 | 12674.9516339743 | 12675.5780053331 | 1.2381e-06 | 100192.102 |
| 0.563 | 12676.2049214131 | 12676.8303249292 | 1.2377e-06 | 100131.719 |
| 0.563 | 12677.4562733714 | 12678.0807085598 | 1.2374e-06 | 100071.299 |
| 0.563 | 12678.7056888794 | 12679.3291552266 | 1.2371e-06 | 100010.843 |
| 0.563 |  12679.95316691  | 12680.575663926  | 1.2367e-06 |  99950.35  |
| 0.563 | 12681.198706483  | 12681.820233661  | 1.2364e-06 |  99889.82  |
| 0.563 | 12682.4423065848 | 12683.0628634255 | 1.2361e-06 | 99829.254  |
| 0.563 | 12683.6839662168 | 12684.3035522364 | 1.2357e-06 | 99768.652  |
| 0.563 | 12684.9236844112 | 12685.5422990891 | 1.2354e-06 | 99708.013  |
| 0.563 | 12686.1614601267 | 12686.7791029859 | 1.2351e-06 | 99647.337  |
